Issn;SJR Best Quartile
-;-
ISSN 08887462;Q3
ISSN 00225266;Q2
ISSN 14330237;Q4
-;-
-;-
ISSN 09611215;Q2
ISSN 03852385;Q4
-;-
ISSN 01154451;Q4
-;-
ISSN 16047982;Q4
ISSN 00138029;Q4
ISSN 21501300, 21501297;Q4
ISSN 20400705, 20400713;Q3
ISSN 19918178;Q4
ISSN 00122033;Q2
-;-
-;-
ISSN 18915914, 18915949;Q4
-;-
-;-
ISSN 09328114;Q4
ISSN 21745218;Q4
ISSN 12127299, 18035256;Q4
-;-
-;-
-;-
ISSN 00492426;Q2
-;-
ISSN 00246964, 1783161X;Q2
ISSN 0094033X;Q2
-;-
ISSN 09709851;Q3
ISSN 00462012;Q4
ISSN 10794042;Q4
-;-
ISSN 18600840, 18600832;Q4
ISSN 10829784;Q4
ISSN 09746196;Q4
ISSN 14392577, 0933811X;Q4
ISSN 02142570;Q2
ISSN 00272671;Q2
ISSN 18476864;Q4
ISSN 11610492;Q3
ISSN 00214892;Q4
ISSN 12986046;Q3
-;-
-;-
ISSN 00319449;Q4
-;-
ISSN 07190425, 07190433;Q4
-;-
ISSN 18657923;Q4
-;-
-;-
ISSN 1942602X, 19426038;Q4
ISSN 16068238;Q2
-;-
ISSN 17494079, 17494060;Q2
ISSN 14797585;Q2
ISSN 19329156;Q4
ISSN 09730052;Q4
ISSN 10893539;-
ISSN 09242015;Q4
-;-
-;-
-;-
-;-
ISSN 21975620, 20954034;Q4
ISSN 14399903;Q4
ISSN 00405930;Q4
-;-
-;-
-;-
-;-
ISSN 11740043;Q4
ISSN 14760274;Q4
ISSN 10285954;Q4
ISSN 14655659;Q4
ISSN 15027740, 03013847;Q4
ISSN 02785234;Q4
ISSN 14017458, 16512510;Q4
ISSN 10206167;Q4
ISSN 03410773;Q4
ISSN 15341828, 0095182X;Q4
ISSN 15580334, 15303004;Q4
ISSN 0085591X;Q4
ISSN 09690174;Q3
-;Q4
ISSN 18818463;Q4
ISSN 16471377, 02504693;Q4
ISSN 22146636, 10245359;Q4
ISSN 0324962X;Q4
ISSN 17711150;Q4
ISSN 17453690, 17453704;Q4
ISSN 14793539;Q4
ISSN 19326084, 19326076;Q4
ISSN 21579970;Q4
ISSN 1546993X;Q4
ISSN 04534387;Q2
ISSN 18069339;Q4
ISSN 18662633, 18662625;Q4
ISSN 15539768;Q4
ISSN 18193560;Q4
ISSN 20705670, 16068181;Q4
ISSN 18750370;Q4
ISSN 18764010;Q4
ISSN 18237010;Q4
ISSN 17849934;Q4
ISSN 18768210;Q4
ISSN 18765041;Q4
-;-
-;-
ISSN 18773818;Q4
ISSN 18741991;Q4
ISSN 19457901;Q4
ISSN 18744214;Q4
ISSN 18757375, 09258620;Q2
ISSN 15697258, 18798233;Q2
-;-
ISSN 16197127;Q4
ISSN 17577101, 17577098;Q4
ISSN 17577055;Q4
ISSN 13688642;Q4
-;-
ISSN 17261708;Q4
ISSN 1839342X;Q3
ISSN 20394764, 20394772;Q4
ISSN 23301279;Q4
ISSN 1555578X;Q4
-;-
-;-
ISSN 20011326;Q4
-;-
-;-
-;-
-;-
ISSN 1067084X;Q4
ISSN 22548874;Q4
-;-
-;-
-;-
-;-
ISSN 20459769;Q4
ISSN 20491239, 20491220;Q3
-;-
ISSN 23259671;Q4
-;-
ISSN 22501029, 22496084;Q4
ISSN 21949263, 2161962X;Q4
ISSN 19379641, 19379633;Q4
ISSN 22181989;Q4
ISSN 13882074;Q2
ISSN 15662055;Q2
ISSN 09249389;Q2
ISSN 15747085;Q2
ISSN 01697226;Q2
ISSN 2210481X, 22104828;Q2
ISSN 01699601;Q2
ISSN 15707997;Q2
ISSN 21606161, 21606153;-
ISSN 16618157, 16618165;Q4
ISSN 00383317;Q4
-;-
-;-
ISSN 00035483;Q3
ISSN 13108131;Q4
ISSN 1341027X;Q4
-;-
ISSN 17475848, 09699082;Q2
-;-
-;-
-;-
-;-
ISSN 16633571;Q4
ISSN 01679309;Q4
-;-
ISSN 23249773;-
ISSN 20799209, 20790015;Q4
-;-
ISSN 13306928;Q4
-;-
ISSN 08978026;Q4
ISSN 16740475;Q2
-;-
ISSN 00132683;Q2
ISSN 15730255, 02680556;Q3
ISSN 09881824;Q4
ISSN 00257850, 20755384;Q4
ISSN 19461186;Q2
-;-
ISSN 01214004, 21452660;Q4
-;-
ISSN 19936788;Q4
-;-
ISSN 1750497X;Q4
ISSN 10413766;Q4
ISSN 1364971X;Q2
ISSN 18410987;Q4
ISSN 14720299;Q4
-;-
ISSN 1054853X;Q4
ISSN 07386826;Q4
-;-
ISSN 13457942;Q3
ISSN 18748287;Q4
ISSN 16472462, 0873948X;Q4
ISSN 12107867;Q4
ISSN 18191932;Q4
-;-
-;-
ISSN 21520267;Q4
ISSN 17417260, 03061078;Q2
ISSN 13006878;Q4
-;-
ISSN 01632396;Q4
ISSN 04798023;Q4
ISSN 00033170;Q4
ISSN 14051060;Q4
ISSN 21010390, 01520768;Q4
ISSN 00019704;Q4
ISSN 18353800;Q3
-;-
-;-
ISSN 20501684;Q4
-;-
ISSN 15345203, 08824371;Q2
ISSN 15894673;Q4
ISSN 10623388;Q4
ISSN 16726731;Q4
ISSN 19307365, 19446489;Q3
ISSN 09724907, 09744592;Q4
ISSN 05865964;Q4
-;-
-;-
ISSN 21485046;Q4
-;-
ISSN 15235955;Q4
ISSN 12248703;Q4
-;-
-;-
ISSN 23080256, 20710216;Q4
-;-
-;-
-;-
ISSN 00222410;Q3
ISSN 15227383;Q4
ISSN 11342277;Q2
ISSN 14759152;Q4
ISSN 01050761;Q4
ISSN 00062294;Q2
ISSN 15219429;Q4
ISSN 16606795;Q4
ISSN 03025160;Q2
ISSN 09667369, 17455251;Q2
-;-
ISSN 16121287;Q4
ISSN 1131558X, 19882831;Q3
ISSN 19960808;Q4
ISSN 01261962, 01271962;Q3
ISSN 18888526;Q4
ISSN 22408053, 11211717;Q4
ISSN 0016111X;Q2
-;-
-;-
ISSN 14363038, 18688888;Q2
ISSN 03524000;Q2
-;-
ISSN 01650505;Q2
ISSN 00079960;Q4
ISSN 09977554;Q3
-;-
ISSN 09426051;Q4
ISSN 03850684;Q4
ISSN 00220469, 14697637;Q2
ISSN 19453019, 19366264;Q4
ISSN 18678211;Q4
ISSN 08626111;Q2
ISSN 0098261X;Q4
ISSN 0730479X;Q2
-;-
ISSN 09735763;Q4
ISSN 02691191, 14774542;Q2
ISSN 02705346, 15291510;Q2
ISSN 09742115;Q3
-;-
ISSN 00077704;Q2
ISSN 0019462X;Q3
-;-
ISSN 09734686;Q4
ISSN 09729380;Q3
ISSN 17762804, 03373126;Q4
ISSN 02651602;Q4
ISSN 13042580;Q4
-;-
ISSN 01036564;Q4
ISSN 05796431;Q4
-;-
ISSN 1828230X, 18243010;Q2
ISSN 16159071;Q4
ISSN 00342971;Q4
ISSN 00065250;Q4
-;-
ISSN 1989063X, 15750361;Q2
ISSN 12162574, 15882616;Q4
ISSN 11315598, 19882408;Q2
ISSN 10131752;Q2
ISSN 13383655;Q4
ISSN 15830012, 20660170;Q4
ISSN 00182575;Q2
ISSN 01245481;Q4
-;-
-;-
ISSN 00015814;Q4
ISSN 00402982;Q2
ISSN 17409292;Q2
ISSN 00352640;Q4
-;-
ISSN 13049054;Q4
ISSN 18157432;Q4
-;-
-;-
ISSN 03977927;Q4
-;-
-;-
-;-
ISSN 01019074, 19804369;Q2
ISSN 17529131, 1752914X;Q4
-;-
-;-
ISSN 17274915, 22217630;Q4
-;-
-;-
-;-
ISSN 22966056;Q4
ISSN 00163651;Q4
ISSN 15966941;Q4
ISSN 0338487X;Q4
-;-
ISSN 15530396;Q4
ISSN 10150684;Q4
-;-
ISSN 01787896;Q2
-;-
ISSN 18753507, 09250042;Q4
ISSN 02577747, 19962207;Q4
ISSN 15619125;Q4
-;-
ISSN 01772309;Q4
ISSN 00104124;Q2
ISSN 07231393;Q4
ISSN 02295113;Q3
ISSN 18653529, 18653537;Q3
ISSN 18119727, 18119735;Q4
ISSN 13057707, 18710336;Q4
-;-
-;-
ISSN 87551225;Q3
ISSN 01380680;Q3
-;-
ISSN 00467022;Q4
-;-
ISSN 16965043;Q4
ISSN 14786095;-
ISSN 00017019;Q4
-;-
ISSN 10045619;Q4
ISSN 13516647;Q4
ISSN 18081851;Q4
ISSN 14747359;Q3
-;-
ISSN 10139923;Q4
-;-
-;-
-;-
ISSN 1089652X;Q4
-;-
ISSN 00215392;Q4
-;-
-;-
ISSN 10793739;Q4
ISSN 11782242;Q4
-;-
ISSN 14747979;Q4
-;-
ISSN 14482053;-
ISSN 10272852, 08644551;Q4
ISSN 08664811;Q4
ISSN 10932941;-
ISSN 08712379;Q4
ISSN 18530028;Q4
-;-
ISSN 21505934, 21505942;-
-;-
ISSN 01635069;Q2
ISSN 16831764, 17357322;Q4
ISSN 00101826;Q3
ISSN 21585695;-
ISSN 00309346;Q4
ISSN 19416911;Q4
ISSN 02128799;Q4
-;-
-;-
ISSN 10041699;Q4
-;-
ISSN 17496780, 17496772;Q2
-;-
ISSN 0041977X, 14740699;Q2
ISSN 17511925, 17511917;Q4
-;-
-;-
-;-
ISSN 00284939;Q4
-;-
-;-
ISSN 19419430, 19419449;Q1
ISSN 10135472;Q4
ISSN 22398589;Q4
ISSN 0009062X;Q3
ISSN 15371727, 19393466;Q3
ISSN 19473184, 19473176;Q4
ISSN 08996180, 10852581;Q4
ISSN 17458862;Q3
ISSN 15256790;Q2
-;-
ISSN 03045013, 15781453;Q3
-;-
-;-
-;-
-;-
ISSN 22281339, 17368987;Q3
-;-
-;-
ISSN 03015092;Q4
-;-
ISSN 13060015;Q4
-;-
-;-
ISSN 15607186;Q4
ISSN 18118194;Q4
ISSN 13455354;Q4
ISSN 18761100;Q3
-;-
ISSN 14793113, 14793105;Q4
ISSN 18617603;Q4
-;-
-;-
ISSN 01706012;Q4
-;-
-;-
ISSN 22130071;Q4
-;-
-;-
-;-
ISSN 17874033, 17880718;Q4
ISSN 00258326;Q4
-;-
ISSN 15589234, 00098418;Q1
ISSN 0885985X;Q4
-;-
ISSN 15685314, 15684849;Q4
ISSN 08928339, 15481379;Q2
-;-
ISSN 16150430, 00813869;Q4
-;-
ISSN 21043914, 07525656;Q3
ISSN 00210870, 17831482;Q2
ISSN 10381643;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 21555044;-
ISSN 00222755;Q4
-;-
ISSN 00263656, 16083237;Q4
ISSN 21905193;Q4
ISSN 19379412, 19379404;Q4
ISSN 08962960;Q4
ISSN 14783428, 14753820;Q2
-;-
ISSN 02094541;Q4
ISSN 16609379;Q4
ISSN 18688519;Q3
ISSN 10220690;Q4
ISSN 14353199;Q4
ISSN 02765055;Q4
ISSN 05461766;Q4
ISSN 18235514;Q4
ISSN 18530605, 00146722;Q4
ISSN 10094598;Q4
ISSN 00332968;Q4
ISSN 00308684;Q2
ISSN 0259238X, 15644278;Q4
ISSN 00215287;Q4
ISSN 18670466, 18670474;Q4
ISSN 1225505X;Q4
ISSN 00432520;Q2
ISSN 17480698, 17480701;Q4
-;-
ISSN 07391854;Q4
-;-
ISSN 17406277, 09644679;Q3
ISSN 17588960;Q4
ISSN 13555243;Q4
-;-
-;-
ISSN 09615652, 17458188;Q2
ISSN 08505780;Q4
-;-
ISSN 03540596;Q4
ISSN 05291356;Q4
-;-
ISSN 00027979;Q4
-;-
ISSN 01466518;Q2
-;-
ISSN 2081237X;Q4
ISSN 03726827, 03943151;Q4
ISSN 11300558;Q4
-;-
-;-
ISSN 09670734;Q4
-;-
ISSN 13807854;Q2
-;-
ISSN 14041634;Q3
ISSN 10944656;Q4
-;-
ISSN 10020098;Q4
ISSN 00835889;Q2
ISSN 17418208, 14710242;Q4
-;-
-;-
ISSN 10001182;Q4
ISSN 00026417;Q4
ISSN 14790602;Q3
-;-
ISSN 19703201, 1970321X;Q4
ISSN 1301143X;Q4
ISSN 11344032;Q4
-;-
-;-
ISSN 1060149X;Q2
ISSN 00269662;Q4
ISSN 16730860;Q4
ISSN 05551099;Q4
ISSN 00084298;Q2
ISSN 00497878;Q3
-;-
ISSN 17495156, 17495148;Q4
-;-
ISSN 03059804;Q4
ISSN 02710137;Q3
ISSN 02128292, 18094678;Q4
-;-
ISSN 00216933, 15813754;Q2
ISSN 01215469, 23448644;Q4
ISSN 10844902;Q4
-;-
ISSN 15386619;Q4
ISSN 11747986;Q4
ISSN 00379247;Q4
ISSN 00130796;Q2
-;-
ISSN 16834844;Q4
ISSN 02574306;Q4
-;-
ISSN 03157997;Q2
-;-
-;-
ISSN 20652135;Q4
-;-
-;-
ISSN 2702932, 02702932;-
ISSN 1523150X, 15594343;Q4
ISSN 00314617;Q4
ISSN 11101083, 16878329;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 18740820;Q4
-;-
ISSN 1792345X, 1792362X;Q4
ISSN 14389428, 03024350;Q4
-;-
-;-
ISSN 00127183;Q4
-;-
-;-
ISSN 09661646, 18793886;Q4
ISSN 18234631;Q4
ISSN 01268643;Q4
-;-
ISSN 17441625, 17441633;Q4
-;-
-;-
-;-
ISSN 01026992, 19805462;Q4
ISSN 17476615, 17447143;Q3
-;-
ISSN 20430523, 20430531;Q3
ISSN 1306133X;Q4
-;-
ISSN 10449167;Q4
-;-
ISSN 00212237;Q4
ISSN 00442305;Q2
ISSN 0067964X;Q4
ISSN 19475756, 19475748;Q4
ISSN 15921573, 03946169;Q4
ISSN 21559880;Q4
-;-
-;-
-;-
ISSN 13537121;Q2
ISSN 11786426;Q4
-;-
ISSN 07920385;Q4
-;-
ISSN 00292915;Q4
ISSN 18642217;Q3
ISSN 08698031;Q4
ISSN 18764045, 18764053;Q4
ISSN 09701893;Q4
ISSN 14244683;Q4
-;-
-;-
ISSN 00063029;Q4
ISSN 19416237, 19416245;Q4
ISSN 1942390X;Q4
ISSN 10506438, 15344916;Q4
-;-
ISSN 10005048;Q4
ISSN 13319264;Q4
ISSN 02601079;Q4
-;-
ISSN 14716917, 09552340;Q2
ISSN 10277595, 1735854X;Q4
-;-
ISSN 16873955, 16873963;Q4
ISSN 14655187;Q3
-;-
-;-
ISSN 00393274;Q3
-;-
ISSN 17087384, 22109730;Q4
ISSN 0031711X, 16167074;Q4
-;-
ISSN 10045503;Q4
-;-
-;-
ISSN 13085271, 13071068;Q4
ISSN 00768820;Q2
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 13837281, 18798322;Q4
-;-
ISSN 14451336;-
ISSN 14372754, 03024350;Q4
-;-
ISSN 11100559;Q4
-;-
ISSN 00208841;Q4
ISSN 09728074, 09728066;Q4
ISSN 15651525, 15533956;Q2
-;-
ISSN 02137585;Q4
ISSN 09615768;Q4
ISSN 15428958;Q4
ISSN 15410110;-
ISSN 12454060;Q4
ISSN 10131469;Q4
ISSN 15340856;Q3
-;-
-;-
ISSN 0045205X;Q4
ISSN 03933660;Q4
-;-
ISSN 19921950;Q4
ISSN 17245990, 03935590;Q4
ISSN 21601992;Q4
-;-
ISSN 15693759;Q3
-;-
-;-
-;-
-;-
-;-
ISSN 18193587;Q4
ISSN 20905041, 2090505X;Q4
-;-
ISSN 00166928;Q2
-;-
ISSN 09758216;Q4
ISSN 13202480;Q4
ISSN 15836258;Q4
ISSN 12142158;Q4
-;-
ISSN 15612945, 00347493;Q4
-;-
-;-
-;-
ISSN 21610363;-
ISSN 10067248;Q4
ISSN 01426540;Q2
-;-
ISSN 17363705;-
ISSN 00107174;Q4
-;-
ISSN 18785409;Q4
ISSN 0032681X;Q4
-;-
ISSN 13000659;Q4
ISSN 00237205;Q4
ISSN 21592055, 21592047;-
ISSN 02666030, 21532699;Q2
-;-
ISSN 1213810X;Q4
-;-
-;-
-;-
ISSN 09281258;Q4
-;-
ISSN 1358314X;Q4
-;-
ISSN 20440790;Q3
ISSN 07605668;Q3
-;-
ISSN 00194247;Q4
ISSN 14132087;Q4
ISSN 02182173;Q4
ISSN 13854879, 15718115;Q4
ISSN 18164978;Q4
ISSN 00970549;Q4
ISSN 10001484, 16725220;Q3
ISSN 10030034;Q4
ISSN 15710386;Q4
-;-
-;-
-;-
ISSN 11340096;Q4
-;-
ISSN 14391260, 03420477;Q4
ISSN 10870652;Q4
-;-
-;-
-;-
-;-
-;-
ISSN 1214813X;Q4
ISSN 09719660;Q4
-;-
ISSN 01440365, 17440564;Q2
ISSN 01740008, 03402371;Q4
ISSN 01972510;Q4
-;-
-;Q4
-;-
-;-
ISSN 01032070;Q4
ISSN 14747863;Q4
ISSN 01862391;Q4
ISSN 00919578;Q4
-;-
ISSN 15314065;Q4
ISSN 00334987, 17241901;Q1
-;-
ISSN 07980752;Q4
ISSN 13460714;Q4
ISSN 20457022;Q4
-;-
ISSN 18765297;Q4
-;-
ISSN 23744030;Q4
ISSN 11105704;Q4
-;-
ISSN 15700690, 00149527;Q4
ISSN 10003002;Q4
ISSN 01260537;Q4
-;-
ISSN 03164004;Q3
ISSN 00111503;Q3
ISSN 00944467;Q2
-;-
ISSN 11092742;Q4
ISSN 23009802, 14253305;Q3
ISSN 11276061, 18248225;Q1
ISSN 10427961, 15272036;Q2
-;-
-;-
ISSN 14702029;Q2
ISSN 0277027X;-
ISSN 19387857;Q4
ISSN 18719740, 18719732;Q4
ISSN 19489137;Q4
-;-
-;-
ISSN 14198126, 17863759;Q4
ISSN 1875399X;Q4
ISSN 18334105;Q4
ISSN 00347515, 15612988;Q3
ISSN 21822891, 08736561;Q3
ISSN 00161128;Q2
ISSN 02101602;Q3
ISSN 13791176;Q4
-;-
ISSN 23248157, 23248149;-
-;-
ISSN 0009837X;Q2
ISSN 03240959;Q4
-;-
ISSN 17489423;Q2
ISSN 13300164;Q4
-;-
ISSN 18743501;Q4
ISSN 19416210, 19416229;Q4
ISSN 2150301X, 21503001;-
ISSN 15775097;Q4
ISSN 08692092;Q4
-;-
-;-
ISSN 13020234;Q4
ISSN 19231210;Q4
ISSN 14740575, 10627987;Q4
ISSN 18164943;Q4
ISSN 00233900;Q2
ISSN 21739153, 20135246;Q4
-;-
ISSN 23442379, 2066250X;Q4
ISSN 00065471;Q4
-;-
ISSN 19506708, 12911941;Q4
ISSN 13334395;Q3
ISSN 10263543;Q4
ISSN 08640289, 15612996;Q4
-;-
-;-
-;-
ISSN 09365931;Q4
ISSN 00359351;Q4
ISSN 18286232;Q4
-;-
ISSN 2261236X;-
ISSN 01035665;Q4
ISSN 21734127;Q4
-;-
ISSN 03863603;Q4
ISSN 22811044, 03912698;Q2
ISSN 18751490, 18751504;Q2
-;-
-;-
ISSN 8407789, 08407789;-
-;-
ISSN 21879036;Q3
-;-
ISSN 17567505, 17567513;Q2
ISSN 23251182, 23251166;Q4
-;-
ISSN 17583926, 17583918;Q4
-;-
ISSN 02625245, 14682249;Q2
-;-
ISSN 07350732;Q3
ISSN 02334755;Q4
ISSN 09739734, 09731792;Q4
ISSN 10040277;Q4
ISSN 23251298, 2325128X;Q2
ISSN 03511871;Q4
ISSN 16274830;Q4
-;-
ISSN 1573420X, 15734218;Q4
-;-
-;-
-;-
-;-
ISSN 21907846, 21907854;Q3
-;-
ISSN 18714048;Q4
ISSN 11697954;Q4
ISSN 16439953;Q4
ISSN 16800737;-
ISSN 18125638, 18125646;Q4
-;-
ISSN 17354153;Q4
ISSN 10011781;Q4
ISSN 20655002, 15841057;Q3
-;-
ISSN 13300113;Q4
ISSN 09538585;Q4
ISSN 21908249, 1867299X;Q4
-;-
ISSN 10928669;-
ISSN 00258938;Q4
ISSN 17481252, 17481260;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 00352942;Q4
ISSN 00383678;Q4
ISSN 10158618;Q4
ISSN 17499224, 17499216;Q4
ISSN 10769005;Q2
ISSN 1877573X;Q4
ISSN 1542166X;Q4
ISSN 13007718;Q4
ISSN 11542721;Q4
ISSN 20058039, 22339337;Q4
ISSN 13312820;Q4
ISSN 14613123;Q4
ISSN 22339310, 19759339;Q4
-;-
ISSN 02972964;Q4
ISSN 23277963, 23279133;Q4
ISSN 00222097;Q2
ISSN 1225925X;Q4
-;-
-;-
-;-
-;-
ISSN 15507521;Q4
-;-
-;-
ISSN 00350907;Q2
ISSN 07817126;Q3
-;-
ISSN 05807247;Q4
-;-
ISSN 19759320, 22339299;Q4
ISSN 00041343, 00041327;Q2
ISSN 03252957;Q4
-;-
ISSN 19981090, 19950772;Q4
ISSN 09546545, 17437873;Q2
ISSN 18741142;Q4
-;-
ISSN 00352624;Q2
-;-
-;-
ISSN 0301102X;Q3
ISSN 19809743;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 0719367X, 07193661;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 87553449;Q4
-;-
-;-
-;-
-;-
ISSN 2157524X, 21575258;-
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 00758442;Q4
ISSN 1804803X, 18047874;Q4
-;-
ISSN 23254270;-
ISSN 05142717;Q4
-;-
ISSN 09720529;Q4
-;-
-;-
-;-
-;-
ISSN 07221541;Q4
ISSN 18698433, 18698441;Q4
ISSN 09723226;Q4
-;-
ISSN 14159848;Q4
ISSN 16743962;Q4
ISSN 20844840, 18977979;Q4
ISSN 07627491, 17762790;Q4
ISSN 02558297;Q4
-;-
ISSN 02789671, 10806571;Q2
-;-
ISSN 17835720, 00379565;Q4
ISSN 10072012;Q4
-;-
ISSN 1011288X;Q4
-;-
ISSN 13020471;Q4
-;-
ISSN 15908844;Q4
-;-
ISSN 00855553, 15691640;Q3
ISSN 08709025;Q4
-;-
-;-
ISSN 17930391;Q2
-;-
-;-
-;-
-;-
ISSN 03445062;Q4
ISSN 02377896;Q4
-;-
-;-
ISSN 18741290;Q4
ISSN 17423341;Q4
ISSN 09406735;Q4
-;-
-;-
ISSN 01001965;Q4
ISSN 10832564;Q4
-;-
-;-
ISSN 14495910;Q4
ISSN 02761114, 10863273;Q2
-;-
-;-
-;-
ISSN 1567715X, 15685241;Q3
ISSN 01020323;Q4
-;-
-;-
ISSN 23375779;Q4
-;-
-;-
ISSN 1099274X;Q4
-;-
ISSN 08640319, 15612961;Q4
ISSN 00805319;Q3
ISSN 19300395;-
ISSN 10019391;Q4
ISSN 1542894X;Q3
ISSN 17442710;Q4
ISSN 17442869, 17442850;Q4
ISSN 00156191;Q2
ISSN 13301365;Q4
ISSN 15788830, 02139251;Q4
-;-
-;-
ISSN 18634672;Q4
ISSN 15301834;-
-;-
ISSN 01616463;Q3
-;-
ISSN 15284212, 00104132;Q2
-;-
-;-
ISSN 18674305, 18674313;Q4
-;-
ISSN 16350421;Q4
-;-
ISSN 00733407;Q4
-;-
ISSN 16734831;Q4
ISSN 1748569X, 17485703;Q4
ISSN 1874303X;Q4
ISSN 00403385;Q4
ISSN 19921462;Q4
ISSN 17545552, 17545560;Q4
ISSN 0933033X;Q4
ISSN 2040199X, 17517974;Q4
ISSN 22138986, 22138994;Q4
-;-
ISSN 15505340, 19320280;Q2
-;-
ISSN 17351391;Q4
-;-
-;-
-;-
ISSN 09502289;Q4
-;-
ISSN 0029540X;Q4
-;-
-;-
-;-
ISSN 07592280;Q4
-;-
-;-
-;-
ISSN 02587661;Q4
-;-
ISSN 00438006;Q2
ISSN 01439073;Q4
ISSN 20440774;Q4
ISSN 21654999;-
ISSN 00162523;Q4
ISSN 02156334;Q4
ISSN 01497952;Q3
ISSN 1448837X;Q4
ISSN 00377651;Q4
ISSN 21753652, 1413389X;Q4
ISSN 08980306, 15284190;Q4
ISSN 13441272;Q4
-;-
ISSN 09555803;Q3
ISSN 11336137;Q2
-;-
ISSN 02100266;Q4
-;-
ISSN 01892657;Q4
ISSN 1133455X;Q4
ISSN 01036351;Q4
ISSN 0042465X;Q4
-;-
-;-
-;-
-;-
ISSN 21577005, 21576998;Q4
ISSN 11102608;Q4
ISSN 20459807, 20459815;Q4
-;-
-;-
-;-
ISSN 02580934;Q4
-;-
ISSN 03018121, 15406253;Q3
ISSN 20669143;Q2
-;-
ISSN 1945760X;Q4
-;-
-;-
ISSN 21592160, 21592144;-
ISSN 1473804X, 14738031;Q4
ISSN 00180777;Q2
-;-
ISSN 10952055;-
ISSN 07987269;Q4
ISSN 19976690;Q4
ISSN 22180648, 20771886;Q4
-;-
-;-
ISSN 20954352;Q4
ISSN 02484951;Q4
ISSN 11330953;Q4
-;-
-;-
-;-
ISSN 19380194, 19380208;Q4
-;-
ISSN 10151362;Q4
ISSN 10114564;Q4
-;-
ISSN 21033641;Q4
-;-
ISSN 13005804;Q4
ISSN 0716498X;Q3
ISSN 18331874;Q2
ISSN 18191576;Q4
-;-
ISSN 20530692, 17992591;Q3
ISSN 15020878;Q4
-;-
-;-
ISSN 02059592;Q4
ISSN 10951598;Q4
ISSN 17775795, 02494744;Q4
-;-
-;-
ISSN 03404927;Q4
ISSN 09754253, 09763546;Q3
-;-
ISSN 1353985X;Q4
-;-
-;-
-;-
ISSN 13040871, 10165150;Q4
-;-
ISSN 17315530;Q4
-;-
ISSN 11450762, 12877352;Q4
ISSN 1443430X;Q4
-;-
ISSN 00316849;Q4
ISSN 14502275;Q3
ISSN 10240098;Q4
ISSN 0038111X;Q4
ISSN 17411041;Q4
-;-
-;-
-;-
ISSN 00487694, 18856675;Q4
ISSN 13556207;Q2
ISSN 08696047;Q4
ISSN 17577136;Q4
-;-
ISSN 02539268;Q4
-;-
-;-
-;-
ISSN 00215252;Q4
ISSN 18416624;Q4
ISSN 23279176, 2327798X;Q4
ISSN 2197666X, 16123786;Q4
-;-
-;-
ISSN 10470042;Q3
-;-
-;-
-;-
ISSN 01730339;Q2
-;-
ISSN 00353639;Q4
ISSN 21611734;-
-;-
-;-
-;-
-;-
-;-
ISSN 22608087, 17240700;Q3
ISSN 10886222;Q4
ISSN 16138953;Q4
-;-
ISSN 15526674;-
ISSN 09751556;Q4
ISSN 00442380;Q4
ISSN 00172294;Q4
-;-
-;-
ISSN 0944405X;Q4
-;-
ISSN 17439310;Q4
-;-
ISSN 13047361;Q4
ISSN 13706071;Q4
ISSN 18037232;-
-;-
ISSN 17453062, 17453054;Q2
ISSN 00182257;Q3
ISSN 15787168;Q4
-;-
ISSN 17428955;Q3
-;-
ISSN 01851012;Q4
ISSN 00194506, 0975007X;Q4
ISSN 10128840;Q4
ISSN 13261932;Q4
ISSN 15782824;Q4
ISSN 08917736, 8917736;-
-;-
-;-
ISSN 17557437;Q4
ISSN 10011498;Q4
-;-
ISSN 09711627;Q4
ISSN 00428817;Q4
ISSN 11100052;Q4
-;-
-;-
-;-
-;-
ISSN 12467391;Q4
-;-
-;-
-;-
ISSN 01974327;Q3
-;-
ISSN 02556030;Q4
ISSN 10226680;Q4
ISSN 21666741;-
ISSN 23251360, 23251328;Q2
ISSN 14220644;Q4
-;-
-;-
-;-
ISSN 09535225;Q4
ISSN 02115557;Q3
-;-
ISSN 03503895;Q4
-;-
-;-
ISSN 00034118;Q4
ISSN 09711031;Q4
-;-
-;-
ISSN 00087335;Q4
-;-
-;-
ISSN 01173375;Q4
ISSN 00461121;Q4
ISSN 02658305;Q2
ISSN 08708312;Q4
ISSN 00393681;Q4
ISSN 15682102;Q4
-;-
ISSN 03875016;Q4
-;-
ISSN 00211133;Q4
-;-
ISSN 10014977;Q4
ISSN 12127973, 18035353;Q3
ISSN 13420054;Q4
-;-
-;-
-;-
-;-
ISSN 00940798;Q3
-;-
ISSN 01432974;Q3
-;-
ISSN 12120383;Q4
ISSN 02690055;Q2
ISSN 13239686;Q4
ISSN 07428367;Q4
ISSN 00175994;Q4
ISSN 00151386;Q2
ISSN 14226944, 14226960;Q3
ISSN 15587894, 15592243;Q4
ISSN 00989444;Q2
ISSN 10280987;Q4
ISSN 17418399, 00274631;Q2
-;-
ISSN 00314749;Q3
-;-
