Title,Source title,DOI,Link,Affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Document Type,Source,EID
"Memorial fund needs support","Kai Tiaki Nursing New Zealand",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878326383&partnerID=40&md5=aa7a7a0df8d31878ebaaa788b9cc694b","NZNMF Steward, Dunedin, New Zealand",[No abstract available],,"history; human; letter; military nursing; New Zealand; non profit organization; social welfare; war; Charities; History, 20th Century; Humans; Military Nursing; New Zealand; Organizations, Nonprofit; World War II",,,11732032,,,23862527,"English",Letter,Scopus,2-s2.0-84878326383
"[New methods of treatment applied in the hospital of Sochi during the Great Patriotic War].","Voenno-medit{combining double inverted breve}sinskiǐ zhurnal",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884768194&partnerID=40&md5=d55b59488db9e6de9a06893c56d81e38",,"During the Great Patriotic War 1941-1945 Sochi was turned into the largest hospital base in the south of the USSR. All told, 335 thousand wonded and seriously ill soldiers were treated in the hospitals of Sochi. During the war physicians applied many new, including, early unknown medical methods of treatment. Poor provision with medical equipment, instruments, bandages and medicines was made up for using of local resources. Adoption of new treatment methods based on the use of local medicines allowed the Sochi's physicians to save many lives during the war.",,"article; female; history; human; male; methodology; military medicine; organization and management; public hospital; war; Female; History, 20th Century; Hospitals, Military; Humans; Male; Military Medicine; World War II",,,00269050,,,24000628,"Russian",Article,Scopus,2-s2.0-84884768194
"Greening urban renewal: Expo '74, urban environmentalism and green space on the spokane riverfront, 1965-1974","Journal of Urban History",10.1177/0096144212450736,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875967526&doi=10.1177%2f0096144212450736&partnerID=40&md5=723f5458d7ca9213aa0177ff71348fe5","Department of Humanities and Social Sciences, Northwest Missouri State University, 1325 Garret-Strong, Maryville, MO 64468, United States","This article uses a case study of Spokane, Washington's preparations for Expo '74 to examine the environmental dimensions of urban renewal. Scholars often think of urban renewal as a planning project influenced by distinct racial exclusion, economic development, and urban design strategies. However, this article shows how environmental strategies - particularly the rise of urban environmentalism and the production of urban green space - had on urban renewal processes. As Spokane's downtown elites planned for the environmentally themed World's Fair, they used environmental strategies not only to promote the fair and the city but also to displace low-income residents and transform the downtown riverfront landscape. Understanding how the environment has been used by powerful groups as a tool of social power not only yields insights into the history of urban renewal in the 1960s and early 1970s but also highlights potential pitfalls in contemporary urban sustainability planning. © 2012 SAGE Publications.","displacement; environmentalism; Expo '74; riverfront planning; Spokane; urban parks; urban renewal; World's Fair","environmental planning; environmentalism; greenspace; historical geography; planning history; strategic approach; urban design; urban history; urban planning; urban renewal; Spokane; United States; Washington [United States]",,,00961442,,,,"English",Article,Scopus,2-s2.0-84875967526
"10 Years on, the world still learns from SARS.","The Lancet infectious diseases",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879133116&partnerID=40&md5=8f9ce01e7234afb20f1b373f7ae91aaa",,[No abstract available],,"communicable disease; disease transmission; epidemic; health; history; Hong Kong; human; influenza; Influenza virus A H1N1; legal aspect; note; pathogenicity; SARS coronavirus; severe acute respiratory syndrome; virology; Communicable Diseases, Emerging; Disease Outbreaks; Disease Transmission, Infectious; History, 21st Century; Hong Kong; Humans; Influenza A Virus, H1N1 Subtype; Influenza, Human; SARS Virus; Severe Acute Respiratory Syndrome; World Health",,,14744457,,,23755396,"English",Note,Scopus,2-s2.0-84879133116
"Nurses Memorial Centre in Melbourne.","Australian nursing journal (July 1993)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880938853&partnerID=40&md5=7e30c8f51f0089d1457d9723ecdf0e53",,[No abstract available],,"article; Australia; economics; education; history; human; military nursing; non profit organization; nursing education; war; Education, Nursing; History, 20th Century; Humans; Military Nursing; Organizations, Nonprofit; Training Support; Victoria; World War II",,,13203185,,,23821998,"English",Article,Scopus,2-s2.0-84880938853
"When the past haunts the present: Intergroup forgiveness and historical closure in post World War II societies in Asia and in Europe","International Journal of Intercultural Relations",10.1016/j.ijintrel.2012.05.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876344798&doi=10.1016%2fj.ijintrel.2012.05.003&partnerID=40&md5=0d9dda2e55dc529dde73bc1a8298822f","Jacobs University, Bremen International Graduate School of Social Sciences (BIGSSS), Bremen, Germany; Victoria University of Wellington, Wellington, New Zealand; Universite de Toulouse II, Toulouse, France; University of Warsaw, Warsaw, Poland; National Research Saratov State University, Russian Federation; National Tsing Hua University, Hsinchu, Taiwan; University of the Philippines Dilman, Quezon, Philippines; Sun-Yat-Sen University, Guangzhou, China","The study investigates intergroup forgiveness and its antecedents in the context of post World War II in Asia and Europe. An integrative social psychological and social representation of history and identity theoretical framework was used in which it is proposed that the societal context influences intergroup forgiveness of formerly victimized societies. Data was collected from 1197 university students from mainland China, Taiwan, the Philippines, France, Russia and Poland. ANOVAs show significant differences across societies. Mainland Chinese participants were less forgiving than all other participants. We examined two new variables contributing to explain variations in intergroup forgiveness: historical closure and perceived costs of granting forgiveness. Multiple hierarchical regressions and cross-level operator analyses showed that historical and political contexts are significant contributors in the intergroup forgiveness process. The importance of accounting for and the necessity to extend the scope of research regarding the political and historical context in which formerly victimized societies are embedded is highlighted. © 2012 Elsevier Ltd.","Closure; Guilt; Intergroup forgiveness; Social representations of history; Socio-historical context; World War II",,,,01471767,,,,"English",Article,Scopus,2-s2.0-84876344798
"Topological properties of large-scale structural brain networks in children with familial risk for reading difficulties","NeuroImage",10.1016/j.neuroimage.2013.01.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873720232&doi=10.1016%2fj.neuroimage.2013.01.013&partnerID=40&md5=a980d4cc549a920fa194dc5715ae3420","Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, 401 Quarry Rd., Stanford, CA 94305-5795, United States; Pacific Graduate School of Psychology, Palo Alto University, 1791 Arastradero Rd., Palo Alto, CA 94304, United States; Graduate School of Social Work, Boston College, 140 Commonwealth Ave., Chestnut Hill, MA 02467, United States; Division of Child and Adolescent Psychiatry, Department of Psychiatry, UCSF, 401 Parnassus Ave., San Francisco, CA 94143, United States","Developmental dyslexia is a neurobiological deficit characterized by persistent difficulty in learning to read in children and adults who otherwise possess normal intelligence. Functional and structural connectivity data suggest that developmental dyslexia could be a disconnection syndrome. However, whether abnormalities in connectivity exist in beginning readers at-risk for reading difficulties is unknown. Using graph-theoretical analysis, we investigated differences in global and regional topological properties of structural brain networks in 42 beginning readers with (FH. +) and without (FH. -) familial risk for reading difficulties. We constructed separate structural correlation networks based on measures of surface area and cortical thickness. Results revealed changes in topological properties in brain regions known to be abnormal in dyslexia (left supramarginal gyrus, left inferior frontal gyrus) in the FH. + group mainly in the network constructed from measures of cortical surface area. We also found alterations in topological properties in regions that are not often advertised as dyslexia but nonetheless play important role in reading (left posterior cingulate, hippocampus, and left precentral gyrus). To our knowledge, this is the first report of altered topological properties of structural correlation networks in children at risk for reading difficulty, and motivates future studies that examine the mechanisms underlying how these brain networks may mediate the influences of family history on reading outcome. © 2013 Elsevier Inc.","Brain networks; Dyslexia; Graph analysis; Learning disability; Reading difficulty; Small-world","article; brain region; child; controlled study; cortical thickness (brain); dyslexia; family history; female; functional anatomy; hippocampus; human; human experiment; inferior frontal gyrus; male; nerve cell network; neuroanatomy; normal human; posterior cingulate; preschool child; primary motor cortex; priority journal; risk assessment; supramarginal gyrus; Adult; Brain; Child; Child, Preschool; Dyslexia; Female; Humans; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging; Male; Neural Pathways; Risk Factors",,,10538119,,NEIME,23333415,"English",Article,Scopus,2-s2.0-84873720232
"Extensively drug-resistant tuberculosis (XDR-TB): Successful therapies used in the clinic to the disease [Tuberculosis extensamente resistente a antibióticos (TB-XDR): Terapias utilizadas con éxito en la clínica para curar la enfermedad]","Revista de Investigacion Clinica",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881356647&partnerID=40&md5=85716d34e698aac52b8b4d1110d6ddb3","Centro de Investigacion Y Asistencia en Tecnologia Y Diseno del Estado de Jalisco, A.C., Av. Normalistas, Núm. 800 Col. Colinas de la Normal, 44270, Guadalajara, Jal., Mexico","Mycobacterial species have practically evolved along humankind, sometimes provoking serious diseases. Among them, tuberculosis (TB), produced by M. tuberculosis-complex bacteria, is historically the single most devastating infectious agent. Like many other microorganisms, M. tuberculosis resistant to antibiotics have risen as a consequence of selective pressure for mutants able to persist despite being attacked with drugs that would otherwise erradicate them from the infected person. Given the current long-term (6-9 months) therapy with multiple antibiotics, many people abandon their treatments, therefore promoting that bacteria that were not eliminated during therapy get exposed to suboptimal antibiotic concentrations, probably leading to mutations and drug resistance. In this scenario, extremely-drug resistant (XDR) TB was recognized not more than a decade ago, prompting concerns for a more complicated drug regimen with few available molecules. In recent years, either old antibiotics have been rediscovered as good measures to control XDR-TB, or new ones have emerged as alternatives to cure patients of this type of infection. In this work we aim to provide the medical community in Mexico with information of such drug regimens that have succesfully worked, in order to get their consideration for use in our country.","Antibiotic resistance; Successful treatment; Tuberculosis","antibiotic agent; antibiotic resistance; antibiotic therapy; article; drug resistant tuberculosis; human; infection control; medical history; medical information; medical service; Mexico; microorganism; mutant; treatment duration; Antitubercular Agents; Clinical Trials as Topic; Drug Costs; Drug Resistance, Multiple, Bacterial; Extensively Drug-Resistant Tuberculosis; Humans; Mycobacterium tuberculosis; World Health",,,00348376,,RICLA,23877813,"Spanish",Article,Scopus,2-s2.0-84881356647
"Military anesthesia trainees in WWII at the University of Wisconsin: Their training, careers, and contributions","Anesthesiology",10.1097/ALN.0b013e318286d0e2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877580794&doi=10.1097%2fALN.0b013e318286d0e2&partnerID=40&md5=65f8d73bc3d2d906368e5881f9c92eca","Department of Anesthesiology, University of Wisconsin School of Medicine and Public Health, 600 Highland Ave, Madison, WI 53792-3272, United States","The emerging medical specialty of anesthesiology experienced significant advances in the decade prior to World War II but had limited numbers of formally trained practitioners. With war looming, a subcommittee of the National Research Council, chaired by Ralph M. Waters, MD., was charged with ensuring sufficient numbers of anesthesiologists for military service. A 12-week course was developed to train military physicians at academic institutions across the country, including the Wisconsin General Hospital. A total of 17 officers were trained in Madison between September 1942 and December 1943. Notably, Virgil K. Stoelting, the future chair of anesthesiology at Indiana University, was a member of this group.A rigorous schedule of study and clinical work ensured the officers learned to administer anesthesia safely while using a variety of techniques. Their leadership and contributions in the military and after the war contributed significantly to the further growth of anesthesiology. © 2013 the American Society of Anesthesiologists, Inc. Lippincott Williams & Wilkins. Anesthesiology.",,"anesthesia; anesthesiology; anesthesist; army; article; general hospital; human; medical education; military medicine; military service; priority journal; United States; Anesthesiology; Career Choice; History, 20th Century; Military Medicine; Universities; Wisconsin; Workload; World War II",,,00033022,,ANESA,23358128,"English",Article,Scopus,2-s2.0-84877580794
"From mutation identification to therapy: Discovery and origins of the first approved gene therapy in the western world","Human Gene Therapy",10.1089/hum.2013.063,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877856412&doi=10.1089%2fhum.2013.063&partnerID=40&md5=24fb32b2ecff93eab7519b78b1470242","Department of Vascular Medicine, Academic Medical Centre, University of Amsterdam, Meibergdreef 9, 1105 AZ, Amsterdam, Netherlands; Department of Pediatrics, University of British Columbia, Vancouver, BC V5Z-4H4, Canada; Centre for Molecular Medicine and Therapeutics, Child and Family Research Institute, University of British Columbia, 950 West 28th Avenue, Vancouver, BC V5Z-4H4, Canada; Department of Medical Genetics, University of British Columbia, Vancouver, BC V5Z-4H4, Canada",[No abstract available],,"adenosine deaminase; adenovirus vector; baculovirus vector; cyclosporin A; lipoprotein lipase; mycophenolic acid 2 morpholinoethyl ester; adenosine deaminase deficiency; drug efficacy; drug safety; gene mutation; gene therapy; human; hyperlipoproteinemia type 1; hypertriglyceridemia; nonhuman; note; xanthoma; Genetic Therapy; History, 20th Century; Humans; Hyperlipoproteinemia Type I; Mutation; Western World",,,10430342,,HGTHE,23578007,"English",Note,Scopus,2-s2.0-84877856412
"Medicamina Faciei Femineae: Roman skin care","JAMA Dermatology",10.1001/jamadermatol.2013.350,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877870178&doi=10.1001%2fjamadermatol.2013.350&partnerID=40&md5=b6e5d8024a810f495af30cca8efe8ea4","Dermatology Centre, University of Manchester, Manchester Academic Health Science Centre, Manchester M6 8HD, United Kingdom; Department of History of Art, University of Cambridge, Cambridge, United Kingdom; Centre for Global Health, King's Health Partners, Denmark Hill, London, United Kingdom",[No abstract available],,"article; attitude to health; clinical practice; ethnic group; health education; human; medical information; priority journal; Roman; skin care; skin disease; syndrome delineation; Cosmetics; Female; History, Ancient; Humans; Roman World; Skin Care; Skin Diseases",,,21686068,,,23677083,"English",Article,Scopus,2-s2.0-84877870178
"Hindcasting the Japanese military base on midway atoll (central Pacific)","Journal of Conflict Archaeology",10.1179/1574077313Z.00000000022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883873794&doi=10.1179%2f1574077313Z.00000000022&partnerID=40&md5=22702141df41e88d8271a13d8a63d812","Institute for Land, Water and Society, Charles Sturt University, Albury, Australia","The Battle of Midway (4-7 June 1942) was the turning point of World War II in the Pacific. Not only did the battle cost the Japanese Navy four of its fleet carriers, it also thwarted Japanese hopes of establishing a seaplane base there. Midway, in conjunction with another in the Aleutians, was to be the anchor of Japan's eastern defence perimeter. Drawing on an analysis of the Japanese military base on Kiska (Aleutians) this paper reconstructs what equipment the Japanese had destined to be placed on Midway. A comparison with the well-documented Japanese bases on Micronesian atolls allows us to hindcast the appearance of a base that never was. © W. S. Maney & Son Ltd 2013.","Coastal defense guns; Hindcasting history; Military bases; World War II",,,,15740773,,,,"English",Article,Scopus,2-s2.0-84883873794
"Age, growth and reproductive biology of the spot-tail shark, Carcharhinus sorrah, and the Australian blacktip shark, C. tilstoni, from the Great Barrier Reef World Heritage Area, north-eastern Australia","Marine and Freshwater Research",10.1071/MF12142,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876519303&doi=10.1071%2fMF12142&partnerID=40&md5=756b69ce2fd27c29971143f627fcddba","Centre for Sustainable Tropical Fisheries and Aquaculture, School of Earth and Environmental Sciences, James Cook University, Townsville, QLD 4811, Australia","Understanding the life history of an exploited fish species is an integral part of successful fisheries management and this information can be used in quantitative population assessments. The present study describes the quantitative relationships among age, growth and reproductive biology of two commercially exploited sharks from the Great Barrier Reef World Heritage Area (GBRWHA), namely, the spot-tail shark, Carcharhinus sorrah (n≤659) and the Australian blacktip shark, C. tilstoni (n≤512). Longevity estimates based on vertebral ageing were 9 and 14 years for male and female C. sorrah and 13 and 15 years for C. tilstoni. However, an age-validation study failed to validate annual banding in larger individuals, suggesting that maximum age may be underestimated by vertebrae. C. sorrah grew to adult size relatively fast, reaching maturity at 2.3-2.4 years, whereas C. tilstoni grew slower, reaching maturity at 5.2-6.1 years. For both species, however, reproduction did not commence until approximately a year after maturity, at 3.4 years for C. sorrah and 7.2 years for C. tilstoni. The results of the present study suggest that in the GBRWHA, C. tilstoni, in particular, begins reproducing at an older age and lives longer than previously thought. © 2013 CSIRO.","Carcharhinidae; chondrichthyan; shark fishery","adult; age; fishery management; growth rate; life history; population estimation; quantitative analysis; reproductive biology; shark; World Heritage Site; Australia; Coral Sea; Great Barrier Reef; Pacific Ocean; Queensland; Carcharhinidae; Carcharhinus limbatus; Carcharhinus sorrah; Chondrichthyes",,,13231650,,AJMFA,,"English",Article,Scopus,2-s2.0-84876519303
"Elizabeth Mason: ""the face of child survival"".","Lancet",10.1016/S0140-6736(13)60774-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877351531&doi=10.1016%2fS0140-6736%2813%2960774-6&partnerID=40&md5=8f6cd78c215fd3fffc51edfb98aaf315",,[No abstract available],,"article; child; child health care; child welfare; diarrhea; female; health; history; human; organization and management; pneumonia; postnatal care; pregnancy; prenatal care; world health organization; Child; Child Health Services; Child Welfare; Diarrhea; Female; History, 20th Century; History, 21st Century; Humans; Pneumonia; Postnatal Care; Pregnancy; Prenatal Care; World Health; World Health Organization",,,1474547X,,,23582726,"English",Article,Scopus,2-s2.0-84877351531
"Nursing during World War II: Finnmark County, Northern Norway","International Journal of Circumpolar Health",10.3402/ijch.v72i0.20278,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876892479&doi=10.3402%2fijch.v72i0.20278&partnerID=40&md5=f1cb5401975aafb36056d81b3c8027fe","Department of Health Science, Finnmark University College, Hammerfest, Norway","Introduction. This study is part the project ""Nursing in Borderland-Finnmark 1939-1950"" within nursing history that sheds light on nursing and health care during World War II in Finnmark County, Northern Norway. The study focuses on challenges in nursing care that arose during the war because of war activities in the Barents area. This article focuses on challenges caused by shortage of supplies. The aim of the project is to widen the understanding of development within health care and living conditions in the area. Study design. This is a historical study using narratives, government documents and literature. Methods. Interviews with nurses and persons active in health care during World War II constitute the main data of the research. Thematic issues that arise from interviews are analysed. Primary and secondary written sources are used in analysing the topics. Because of war activities, deportation and burning of the county, archives were partly destroyed. Central archives can contribute with annual reports, whereas local archives are fragmentary. There are a number of reports written soon after the War, as well as a number of biographical books of newer date. Results. Challenges caused by war, which appear in the interviews, are: 1) shortage of supplies, 2) increased workload, 3) multicultural society, 4) ethical dilemmas, 5) deportation of the population. In this paper, focus is on challenges caused by shortage of supplies. Conclusions. Both institutions, personnel and patients were marked by the war. This has to be taken in consideration in health care today.","Finnmark County; History; Nursing; World War II","Arctic; catering service; cultural anthropology; history; history of medicine; human; interview; medical ethics; Norway; war; workload; Arctic Regions; Culture; Ethics, Clinical; Food Supply; History of Nursing; History, 20th Century; Humans; Interviews as Topic; Norway; Workload; World War II",,,12399736,,,23630668,"English",Article,Scopus,2-s2.0-84876892479
"Geographical Warfare in the Tropics: Yves Lacoste and the Vietnam War","Annals of the Association of American Geographers",10.1080/00045608.2011.653729,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876447045&doi=10.1080%2f00045608.2011.653729&partnerID=40&md5=9c5e5da0b62df9b955582306c4a0b1a4","School of Modern Languages, University of St. Andrews, United Kingdom; School of Geography and Geosciences, University of St. Andrews, Fife, KY16 9AL, United Kingdom","This article tells a three-layered story. First, it reexamines the impact of French geographer Yves Lacoste's 1972 exposé on the American bombing of the Red River Delta of North Vietnam on opposition to the Vietnam War and how it was implicated in wider political debate about what Hannah Arendt saw as systemic ""lying in politics."" In various reports and newspaper articles Lacoste deployed the tools of classical geography-firsthand observation, mapping, and the integrated analysis of physical and human factors-to disclose connections among law, war, and environment (or what he termed ""geographical warfare"") that had a troubling political significance. Second, we explore how Lacoste's exposé was bound up with the theme of ""tropicality"" (the West's construction of ""the tropics"" as its environmental other), chiefly through his recourse to Gourou's (1936) study of the delta. Lacoste showed how exotic imagery of the tropics has served as a means of opposition and critique as well as a mode of othering and Western dominance. Third, Lacoste's critical engagement with Gourou points to the ambivalent critical impact that the Vietnam War had on Francophone and Anglophone geography during the 1970s and 1980s, yet also how interest in the idea of tropicality developed in French geography twenty years before the better known Anglophone critical literature on the subject emerged. © 2013 Copyright Taylor and Francis Group, LLC.","geographical warfare; Pierre Gourou; tropicality; Vietnam War; Yves Lacoste","integrated approach; political relations; social history; war; welfare impact; historical geography; tropical region; war; Western world; Red River Delta; Viet Nam; Viet Nam",,,00045608,,,,"English",Article,Scopus,2-s2.0-84876447045
"Risk factors for renal disease and urinary abnormalities in men and women: Data from the world kidney day in the province of Ferrara, Italy","Renal Failure",10.3109/0886022X.2013.766571,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876348208&doi=10.3109%2f0886022X.2013.766571&partnerID=40&md5=9af9367c36c0517fbbfc5378a04095bf","Clinica Medica, Department of Clinical Medicine, Azienda Ospedaliera-Universitaria S. Anna, Via Aldo Moro 8, I-44124 Cona, Ferrara, Italy; Dialysis Unit, Hospital of the Delta, Lagosanto (FE), Azienda Unità Sanitaria Locale, Ferrara, Italy","Background: Chronic kidney disease (CKD) is a worldwide health problem due to its morbidity and mortality, and cost. World Kidney Day (WKD) has been planned to improve disease prevention. The aim of this study was to evaluate CKD risk factors and urinary abnormalities, collected on WKD along several years, in men and women. Patients and methods: Between 2006 and 2012, 1980 subjects, of whom 1012 women, from general population living in Ferrara area, a town in the north-east of Italy, were investigated. For each participant age, sex, smoking, hypertensive and diabetic status, body mass index (BMI), waist circumference (WC), and blood pressure (BP) were obtained. Moreover, body shape index (BSI) was calculated. All subjects underwent dipstick urinalysis. Results: Men had higher BMI, WC, and BP than women. Women had higher prevalence of abdominal obesity and higher BSI (0.0951 ± 0.0105 vs. 0.0920 ± 0.0071 m 11/6kg-2/3), while men had higher prevalence of overweight. In women, hematuria and leukocyturia were more prevalent (16.9% vs. 12.8%; OR 95%CI 1.161 (1.042-1.294); p = 0.012; 18.5% vs. 7% OR 95%CI 1.538 (1.403-1.676); p &lt; 0.001, respectively), while glycosuria was less frequent (4.2% vs. 8.8% OR 95%CI 0.642 (0.501-0.822); p &lt; 0.001) than in men. Frequency of proteinuria was similar in the two sexes. Venn diagrams indicate a different overlap of urinary abnormalities in the two sexes. Conclusions: Risk factors for CKD collected during the WKD appear to be different in the two sexes, and urinary abnormalities overlap differently. Data collected during the WKD are related to sex, and women deserve greater attention. Copyrigh © Informa Healthcare USA, Inc.","Body shape index; Chronic kidney disease; Glycosuria; Hematuria; Leukocyturia; Prevention; Proteinuria; Risk factors; World kidney day","abdominal obesity; adult; age; aged; article; body build; body mass; chronic kidney disease; cost of illness; diabetes mellitus; diastolic blood pressure; female; glucosuria; hematuria; history; human; hypertension; Italy; leukocyturia; major clinical study; male; priority journal; prophylaxis; proteinuria; risk factor; sex; smoking; systolic blood pressure; urinalysis; urinary tract disease; waist circumference; Adult; Aged; Female; Humans; Italy; Male; Middle Aged; Prevalence; Renal Insufficiency, Chronic; Risk Assessment; Risk Factors; Sex Factors; Urinary Tract",,,0886022X,,REFAE,23438092,"English",Article,Scopus,2-s2.0-84876348208
"What do people want for health in the post-2015 agenda?","The Lancet",10.1016/S0140-6736(13)60765-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877582936&doi=10.1016%2fS0140-6736%2813%2960765-5&partnerID=40&md5=ba3c7d5177a0d63878bf86d0d7591684","WHO, Geneva, Switzerland; UNICEF, New York, NY 10017, United States; Ministry of Health, Gaborone, Botswana; Ministry for Foreign Affairs, Stockholm, Sweden; Consultant to the Ministry of Health, Gaborone, Botswana; Independent Expert Review Group, Francistown, Botswana",[No abstract available],,"childhood mortality; climate change; consultation; education; employment; environmental sanitation; health care access; health care policy; health care quality; human; Human immunodeficiency virus infection; immunization; indoor air pollution; infection control; life expectancy; malaria; malnutrition; maternal mortality; note; nutrition; priority journal; risk factor; tuberculosis; wellbeing; History, 21st Century; Humans; International Cooperation; United Nations; World Health; World Health Organization",,,01406736,,LANCA,23602316,"English",Note,Scopus,2-s2.0-84877582936
"A nutritional analysis of New Zealand military food rations at Gallipoli in 1915: likely contribution to scurvy and other nutrient deficiency disorders.","The New Zealand medical journal",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883022406&partnerID=40&md5=f0dc56f731b28168569046df7fad6931","Department of Public Health, University of Otago, Wellington, PO Box 7343 Wellington South, 6242 New Zealand.","Amongst New Zealand soldiers in Gallipoli in 1915 there were reports of poor food quality and cases of scurvy. But no modern analysis of the military food rations has ever been conducted to better understand potential nutritional problems in this group. We analysed the foods in the military rations for 1915 using food composition data on the closest equivalents for modern foods. We compared these results with other plausible diets and various optimised ones using linear programming. Historical accounts provide evidence for poor food quality supplied to these soldiers. The nutrient analysis suggested that the military rations were below modern requirements for vitamins A, C and E; potassium; selenium; and dietary fibre. If military planners had used modest amounts of the canned vegetables and fruit available in 1915, this would probably have eliminated four of these six deficits. The results from the uncertainty analyses for vitamin C (e.g., 95% uncertainty interval [UI]: 5.5 to 6.7 mg per day), was compatible with the range known to cause scurvy, but the UI for vitamin A intake was only partly in the range for causing night blindness. To indicate the gap with the ideal, an optimised diet (using foods available in 1915), could have achieved all nutrient requirements for under half the estimated purchase cost of the 1915 military rations. There is now both historical and analytic evidence that the military rations provided to these soldiers were nutritionally inadequate in vitamin C, and probably other nutrients such as vitamin A. These deficits are likely to have caused cases of scurvy and may have contributed to the high rates of other illnesses experienced at Gallipoli. Such problems could have been readily prevented by providing rations that included some canned fruit or vegetables (e.g., as manufactured by New Zealand at the time).",,"vitamin; article; catering service; dietary fiber; fruit; health care policy; history; human; male; malnutrition; New Zealand; nutritional requirement; nutritional value; scurvy; soldier; vegetable; war; Dietary Fiber; Food Supply; Fruit; History, 20th Century; Humans; Male; Malnutrition; Military Personnel; New Zealand; Nutrition Policy; Nutritional Requirements; Nutritive Value; Scurvy; Vegetables; Vitamins; World War I",,,11758716,,,23797073,"English",Article,Scopus,2-s2.0-84883022406
"Hiroshi Nakajima.","Lancet",10.1016/S0140-6736(13)60789-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876315297&doi=10.1016%2fS0140-6736%2813%2960789-8&partnerID=40&md5=7484a6f879d8b30166c1d0e4840ae361",,[No abstract available],,"art; article; history; Japan; world health organization; History, 20th Century; Japan; World Health Organization",,,1474547X,,,23573527,"English",Article,Scopus,2-s2.0-84876315297
"Medical history for anesthesiologists: continuation of a primer.","Bulletin of anesthesia history",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891547872&partnerID=40&md5=67aa0a1e5f3a556b03491158a3869599","University of Massachusetts Medical School, Worcester, Massachusetts, USA.",[No abstract available],,"anesthesia; anesthesiology; article; cultural anthropology; history; physician; anesthesia; anesthesiology; Anesthesia; Anesthesiology; Greek World; History, 19th Century; History, Ancient; Physicians; Roman World; Anesthesia; Anesthesiology; Greek World; History, 19th Century; History, Ancient; Physicians; Roman World",,,15228649,,,24205751,"English",Article,Scopus,2-s2.0-84891547872
